# model dataset graph n_nodes n_4_cliques
ER_iid web-spam res_86.txt 4767 351646
ER_iid web-spam res_87.txt 4767 375139
ER_iid web-spam res_88.txt 4767 362991
ER_iid web-spam res_89.txt 4767 341009
ER_iid web-spam res_8.txt 4766 394528
ER_iid web-spam res_90.txt 4767 360123
ER_iid web-spam res_91.txt 4767 380251
ER_iid web-spam res_92.txt 4767 328110
ER_iid web-spam res_93.txt 4767 371084
ER_iid web-spam res_94.txt 4767 383802
ER_iid web-spam res_95.txt 4767 383367
ER_iid web-spam res_96.txt 4767 347701
ER_iid web-spam res_97.txt 4767 366201
ER_iid web-spam res_98.txt 4767 389498
ER_iid web-spam res_99.txt 4767 347607
ER_iid web-spam res_9.txt 4767 374073
ER_iter bio-CE-PG res_0.txt 1692 3467954
ER_iter bio-CE-PG res_10.txt 1692 10087450
ER_iter bio-CE-PG res_11.txt 1692 1937662
ER_iter bio-CE-PG res_12.txt 1692 16647152
ER_iter bio-CE-PG res_13.txt 1692 5535582
ER_iter bio-CE-PG res_14.txt 1692 22612697
ER_iter bio-CE-PG res_15.txt 1692 7720875
ER_iter bio-CE-PG res_16.txt 1692 9619406
ER_iter bio-CE-PG res_17.txt 1692 15141935
ER_iter bio-CE-PG res_18.txt 1692 7881675
ER_iter bio-CE-PG res_19.txt 1692 32556916
ER_iter bio-CE-PG res_1.txt 1692 8085093
ER_iter bio-CE-PG res_20.txt 1692 7965929
ER_iter bio-CE-PG res_21.txt 1692 6445089
ER_iter bio-CE-PG res_22.txt 1692 8808369
ER_iter bio-CE-PG res_23.txt 1692 20761298
ER_iter bio-CE-PG res_24.txt 1691 1013832
ER_iter bio-CE-PG res_25.txt 1692 13412696
ER_iter bio-CE-PG res_26.txt 1692 2263162
ER_iter bio-CE-PG res_27.txt 1692 6737409
ER_iter bio-CE-PG res_28.txt 1692 11587004
ER_iter bio-CE-PG res_29.txt 1692 7801193
ER_iter bio-CE-PG res_2.txt 1692 5777243
ER_iter bio-CE-PG res_30.txt 1690 5240478
ER_iter bio-CE-PG res_31.txt 1692 5064578
ER_iter bio-CE-PG res_32.txt 1692 11934280
ER_iter bio-CE-PG res_33.txt 1692 7144543
ER_iter bio-CE-PG res_34.txt 1691 3943708
ER_iter bio-CE-PG res_35.txt 1692 7303309
ER_iter bio-CE-PG res_36.txt 1692 1969335
ER_iter bio-CE-PG res_37.txt 1692 12476167
ER_iter bio-CE-PG res_38.txt 1692 767254
ER_iter bio-CE-PG res_39.txt 1692 11588467
ER_iter bio-CE-PG res_3.txt 1692 7234558
ER_iter bio-CE-PG res_40.txt 1692 9046541
ER_iter bio-CE-PG res_41.txt 1691 5340574
ER_iter bio-CE-PG res_42.txt 1692 12105976
ER_iter bio-CE-PG res_43.txt 1691 11473560
ER_iter bio-CE-PG res_44.txt 1692 13304452
ER_iter bio-CE-PG res_45.txt 1692 12007057
ER_iter bio-CE-PG res_46.txt 1692 13598824
ER_iter bio-CE-PG res_47.txt 1692 7622028
ER_iter bio-CE-PG res_48.txt 1692 10884376
ER_iter bio-CE-PG res_49.txt 1692 13388717
ER_iter bio-CE-PG res_4.txt 1692 5238695
ER_iter bio-CE-PG res_50.txt 1692 8875543
ER_iter bio-CE-PG res_51.txt 1692 20039231
ER_iter bio-CE-PG res_52.txt 1692 3830798
ER_iter bio-CE-PG res_53.txt 1692 4058478
ER_iter bio-CE-PG res_54.txt 1692 17553864
ER_iter bio-CE-PG res_55.txt 1692 5256204
ER_iter bio-CE-PG res_56.txt 1692 5057017
ER_iter bio-CE-PG res_57.txt 1692 7733666
ER_iter bio-CE-PG res_58.txt 1691 2114183
ER_iter bio-CE-PG res_59.txt 1692 6878195
ER_iter bio-CE-PG res_5.txt 1692 5179116
ER_iter bio-CE-PG res_60.txt 1692 25182252
ER_iter bio-CE-PG res_61.txt 1692 13329955
ER_iter bio-CE-PG res_62.txt 1692 941023
ER_iter bio-CE-PG res_63.txt 1692 11921042
ER_iter bio-CE-PG res_64.txt 1692 6740100
ER_iter bio-CE-PG res_65.txt 1691 6956411
ER_iter bio-CE-PG res_66.txt 1692 2163592
ER_iter bio-CE-PG res_67.txt 1692 19419238
ER_iter bio-CE-PG res_68.txt 1692 5307428
ER_iter bio-CE-PG res_69.txt 1692 10865294
ER_iter bio-CE-PG res_6.txt 1692 16393573
ER_iter bio-CE-PG res_70.txt 1692 5381243
ER_iter bio-CE-PG res_71.txt 1692 3720352
ER_iter bio-CE-PG res_72.txt 1692 7733661
ER_iter bio-CE-PG res_73.txt 1692 3117119
ER_iter bio-CE-PG res_74.txt 1692 3280217
ER_iter bio-CE-PG res_75.txt 1691 9923250
ER_iter bio-CE-PG res_76.txt 1691 11940364
ER_iter bio-CE-PG res_77.txt 1692 4638263
ER_iter bio-CE-PG res_78.txt 1692 3512486
ER_iter bio-CE-PG res_79.txt 1692 11518812
ER_iter bio-CE-PG res_7.txt 1692 22827887
ER_iter bio-CE-PG res_80.txt 1692 2028563
ER_iter bio-CE-PG res_81.txt 1692 6133345
ER_iter bio-CE-PG res_82.txt 1692 6958316
ER_iter bio-CE-PG res_83.txt 1692 9064947
ER_iter bio-CE-PG res_84.txt 1692 19625231
ER_iter bio-CE-PG res_85.txt 1691 1615418
ER_iter bio-CE-PG res_86.txt 1692 7302283
ER_iter bio-CE-PG res_87.txt 1692 2857803
ER_iter bio-CE-PG res_88.txt 1692 12005004
ER_iter bio-CE-PG res_89.txt 1692 9342141
ER_iter bio-CE-PG res_8.txt 1692 7482657
ER_iter bio-CE-PG res_90.txt 1692 4449884
ER_iter bio-CE-PG res_91.txt 1691 22095430
ER_iter bio-CE-PG res_92.txt 1692 5884011
ER_iter bio-CE-PG res_93.txt 1692 8771861
ER_iter bio-CE-PG res_94.txt 1692 6274908
ER_iter bio-CE-PG res_95.txt 1690 3971359
ER_iter bio-CE-PG res_96.txt 1692 9435550
ER_iter bio-CE-PG res_97.txt 1692 3438768
ER_iter bio-CE-PG res_98.txt 1692 12474385
ER_iter bio-CE-PG res_99.txt 1692 7146452
ER_iter bio-CE-PG res_9.txt 1692 14307163
ER_iter bio-SC-HT res_0.txt 2077 20534932
ER_iter bio-SC-HT res_10.txt 2077 54202834
ER_iter bio-SC-HT res_11.txt 2077 10199943
ER_iter bio-SC-HT res_12.txt 2077 35347464
ER_iter bio-SC-HT res_13.txt 2077 28860621
ER_iter bio-SC-HT res_14.txt 2077 23043566
ER_iter bio-SC-HT res_15.txt 2077 71434278
ER_iter bio-SC-HT res_16.txt 2077 10216480
ER_iter bio-SC-HT res_17.txt 2077 57479446
ER_iter bio-SC-HT res_18.txt 2077 37001038
ER_iter bio-SC-HT res_19.txt 2077 11674419
ER_iter bio-SC-HT res_1.txt 2077 24146500
ER_iter bio-SC-HT res_20.txt 2077 15430671
ER_iter bio-SC-HT res_21.txt 2077 18643028
ER_iter bio-SC-HT res_22.txt 2077 4460102
ER_iter bio-SC-HT res_23.txt 2077 40751779
ER_iter bio-SC-HT res_24.txt 2077 53743769
ER_iter bio-SC-HT res_25.txt 2077 5371637
ER_iter bio-SC-HT res_26.txt 2076 22526391
ER_iter bio-SC-HT res_27.txt 2077 30830056
ER_iter bio-SC-HT res_28.txt 2077 17028237
ER_iter bio-SC-HT res_29.txt 2077 6791918
ER_iter bio-SC-HT res_2.txt 2077 42676499
ER_iter bio-SC-HT res_30.txt 2076 15877359
ER_iter bio-SC-HT res_31.txt 2077 68045968
ER_iter bio-SC-HT res_32.txt 2077 25907872
ER_iter bio-SC-HT res_33.txt 2077 24152718
ER_iter bio-SC-HT res_34.txt 2077 77592063
ER_iter bio-SC-HT res_35.txt 2077 42995876
ER_iter bio-SC-HT res_36.txt 2077 3623556
ER_iter bio-SC-HT res_37.txt 2077 34712449
ER_iter bio-SC-HT res_38.txt 2077 13567498
ER_iter bio-SC-HT res_39.txt 2077 4720757
ER_iter bio-SC-HT res_3.txt 2077 19304847
ER_iter bio-SC-HT res_40.txt 2076 21924327
ER_iter bio-SC-HT res_41.txt 2077 20354929
ER_iter bio-SC-HT res_42.txt 2077 28050352
ER_iter bio-SC-HT res_43.txt 2077 60444352
ER_iter bio-SC-HT res_44.txt 2077 52045050
ER_iter bio-SC-HT res_45.txt 2077 87645520
ER_iter bio-SC-HT res_46.txt 2077 37120602
ER_iter bio-SC-HT res_47.txt 2077 7056937
ER_iter bio-SC-HT res_48.txt 2077 70656905
ER_iter bio-SC-HT res_49.txt 2076 14872352
ER_iter bio-SC-HT res_4.txt 2077 25307103
ER_iter bio-SC-HT res_50.txt 2077 23344792
ER_iter bio-SC-HT res_51.txt 2077 443807
ER_iter bio-SC-HT res_52.txt 2076 18063305
ER_iter bio-SC-HT res_53.txt 2077 25854787
ER_iter bio-SC-HT res_54.txt 2077 95851467
ER_iter bio-SC-HT res_55.txt 2077 10594303
ER_iter bio-SC-HT res_56.txt 2077 24188602
ER_iter bio-SC-HT res_57.txt 2076 80555070
ER_iter bio-SC-HT res_58.txt 2077 14828211
ER_iter bio-SC-HT res_59.txt 2077 46813279
ER_iter bio-SC-HT res_5.txt 2077 28059179
ER_iter bio-SC-HT res_60.txt 2077 118916879
ER_iter bio-SC-HT res_61.txt 2077 5632477
ER_iter bio-SC-HT res_62.txt 2077 9481479
ER_iter bio-SC-HT res_63.txt 2077 7007191
ER_iter bio-SC-HT res_64.txt 2077 22011640
ER_iter bio-SC-HT res_65.txt 2077 70212543
ER_iter bio-SC-HT res_66.txt 2077 9510584
ER_iter bio-SC-HT res_67.txt 2077 4788294
ER_iter bio-SC-HT res_68.txt 2077 1005201
ER_iter bio-SC-HT res_69.txt 2077 16808761
ER_iter bio-SC-HT res_6.txt 2077 30259790
ER_iter bio-SC-HT res_70.txt 2077 9265859
ER_iter bio-SC-HT res_71.txt 2077 21842000
ER_iter bio-SC-HT res_72.txt 2077 17205096
ER_iter bio-SC-HT res_73.txt 2077 6244928
ER_iter bio-SC-HT res_74.txt 2077 32709731
ER_iter bio-SC-HT res_75.txt 2077 26655739
ER_iter bio-SC-HT res_76.txt 2076 25458502
ER_iter bio-SC-HT res_77.txt 2077 67226641
ER_iter bio-SC-HT res_78.txt 2077 30796398
ER_iter bio-SC-HT res_79.txt 2077 50915283
ER_iter bio-SC-HT res_7.txt 2077 5361530
ER_iter bio-SC-HT res_80.txt 2077 43049036
ER_iter bio-SC-HT res_81.txt 2077 25765194
ER_iter bio-SC-HT res_82.txt 2077 3467841
ER_iter bio-SC-HT res_83.txt 2077 15175142
ER_iter bio-SC-HT res_84.txt 2077 8109504
ER_iter bio-SC-HT res_85.txt 2077 30545306
ER_iter bio-SC-HT res_86.txt 2077 6256
ER_iter bio-SC-HT res_87.txt 2077 425055
ER_iter bio-SC-HT res_88.txt 2077 7620727
ER_iter bio-SC-HT res_89.txt 2077 15936531
ER_iter bio-SC-HT res_8.txt 2077 8902971
ER_iter bio-SC-HT res_90.txt 2077 58252293
ER_iter bio-SC-HT res_91.txt 2077 63311045
ER_iter bio-SC-HT res_92.txt 2077 32622884
ER_iter bio-SC-HT res_93.txt 2077 34127697
ER_iter bio-SC-HT res_94.txt 2077 8288554
ER_iter bio-SC-HT res_95.txt 2077 59527653
ER_iter bio-SC-HT res_96.txt 2077 581378
ER_iter bio-SC-HT res_97.txt 2077 28896151
ER_iter bio-SC-HT res_98.txt 2077 38126471
ER_iter bio-SC-HT res_99.txt 2077 29291790
ER_iter bio-SC-HT res_9.txt 2077 194104
ER_iter facebook res_0.txt 4037 25519936
ER_iter facebook res_10.txt 4039 50977620
ER_iter facebook res_11.txt 4039 19319203
ER_iter facebook res_12.txt 4039 7065210
ER_iter facebook res_13.txt 4039 20551526
ER_iter facebook res_14.txt 4038 64056728
ER_iter facebook res_15.txt 4039 3890333
ER_iter facebook res_16.txt 4038 24823002
ER_iter facebook res_17.txt 4038 14470105
ER_iter facebook res_18.txt 4038 22250873
ER_iter facebook res_19.txt 4039 35743952
ER_iter facebook res_1.txt 4039 32853731
ER_iter facebook res_20.txt 4039 13669208
ER_iter facebook res_21.txt 4039 15336347
ER_iter facebook res_22.txt 4039 4869438
ER_iter facebook res_23.txt 4037 24919786
ER_iter facebook res_24.txt 4039 10622560
ER_iter facebook res_25.txt 4039 7768515
ER_iter facebook res_26.txt 4039 44961665
ER_iter facebook res_27.txt 4039 23972795
ER_iter facebook res_28.txt 4039 24449810
ER_iter facebook res_29.txt 4039 13418636
ER_iter facebook res_2.txt 4039 40818240
ER_iter facebook res_30.txt 4039 8967918
ER_iter facebook res_31.txt 4039 43908443
ER_iter facebook res_32.txt 4039 10560183
ER_iter facebook res_33.txt 4039 45836111
ER_iter facebook res_34.txt 4038 56900268
ER_iter facebook res_35.txt 4039 32367648
ER_iter facebook res_36.txt 4039 7481385
ER_iter facebook res_37.txt 4039 52817454
ER_iter facebook res_38.txt 4039 25038193
ER_iter facebook res_39.txt 4039 23793091
ER_iter facebook res_3.txt 4038 20713638
ER_iter facebook res_40.txt 4038 3403824
ER_iter facebook res_41.txt 4039 4245959
ER_iter facebook res_42.txt 4039 50575143
ER_iter facebook res_43.txt 4039 54164019
ER_iter facebook res_44.txt 4039 78204014
ER_iter facebook res_45.txt 4038 15439911
ER_iter facebook res_46.txt 4039 22698951
ER_iter facebook res_47.txt 4037 18903521
ER_iter facebook res_48.txt 4038 22927471
ER_iter facebook res_49.txt 4038 5976565
ER_iter facebook res_4.txt 4039 26251482
ER_iter facebook res_50.txt 4039 17874525
ER_iter facebook res_51.txt 4038 8343886
ER_iter facebook res_52.txt 4039 28291103
ER_iter facebook res_53.txt 4038 63618099
ER_iter facebook res_54.txt 4039 6855932
ER_iter facebook res_55.txt 4039 18330264
ER_iter facebook res_56.txt 4038 57487768
ER_iter facebook res_57.txt 4039 24248413
ER_iter facebook res_58.txt 4039 34955038
ER_iter facebook res_59.txt 4039 23997138
ER_iter facebook res_5.txt 4038 21279847
ER_iter facebook res_60.txt 4039 4984591
ER_iter facebook res_61.txt 4038 48591624
ER_iter facebook res_62.txt 4039 43280703
ER_iter facebook res_63.txt 4038 15560338
ER_iter facebook res_64.txt 4039 20047854
ER_iter facebook res_65.txt 4039 10703440
ER_iter facebook res_66.txt 4039 30894490
ER_iter facebook res_67.txt 4039 10936218
ER_iter facebook res_68.txt 4039 32941927
ER_iter facebook res_69.txt 4039 4853780
ER_iter facebook res_6.txt 4039 52345875
ER_iter facebook res_70.txt 4039 48668688
ER_iter facebook res_71.txt 4039 48372379
ER_iter facebook res_72.txt 4039 49114130
ER_iter facebook res_73.txt 4039 36461823
ER_iter facebook res_74.txt 4039 48167655
ER_iter facebook res_75.txt 4039 11945551
ER_iter facebook res_76.txt 4039 60634336
ER_iter facebook res_77.txt 4039 14954861
ER_iter facebook res_78.txt 4039 22217336
ER_iter facebook res_79.txt 4039 6790470
ER_iter facebook res_7.txt 4039 15038276
ER_iter facebook res_80.txt 4039 44324658
ER_iter facebook res_81.txt 4039 83114408
ER_iter facebook res_82.txt 4039 20001268
ER_iter facebook res_83.txt 4039 27112011
ER_iter facebook res_84.txt 4037 38651006
ER_iter facebook res_85.txt 4038 37675302
ER_iter facebook res_86.txt 4039 39630118
ER_iter facebook res_87.txt 4039 9652564
ER_iter facebook res_88.txt 4039 42669204
ER_iter facebook res_89.txt 4039 17250828
ER_iter facebook res_8.txt 4038 17060696
ER_iter facebook res_90.txt 4039 39506717
ER_iter facebook res_91.txt 4039 8711586
ER_iter facebook res_92.txt 4039 65797348
ER_iter facebook res_93.txt 4039 21140068
ER_iter facebook res_94.txt 4039 39035666
ER_iter facebook res_95.txt 4039 39980266
ER_iter facebook res_96.txt 4039 49751471
ER_iter facebook res_97.txt 4039 59144691
ER_iter facebook res_98.txt 4039 67130107
ER_iter facebook res_99.txt 4039 60124163
ER_iter facebook res_9.txt 4039 17292400
ER_iter hamsterster res_0.txt 1999 120639
ER_iter hamsterster res_10.txt 2000 55243
ER_iter hamsterster res_11.txt 2000 142408
ER_iter hamsterster res_12.txt 2000 94442
ER_iter hamsterster res_13.txt 2000 148461
ER_iter hamsterster res_14.txt 2000 122526
ER_iter hamsterster res_15.txt 2000 79038
ER_iter hamsterster res_16.txt 2000 112632
ER_iter hamsterster res_17.txt 2000 144929
ER_iter hamsterster res_18.txt 2000 79408
ER_iter hamsterster res_19.txt 2000 139742
ER_iter hamsterster res_1.txt 2000 143368
ER_iter hamsterster res_20.txt 2000 171559
ER_iter hamsterster res_21.txt 2000 163807
ER_iter hamsterster res_22.txt 2000 131452
ER_iter hamsterster res_23.txt 2000 166291
ER_iter hamsterster res_24.txt 1999 126191
ER_iter hamsterster res_25.txt 2000 150967
ER_iter hamsterster res_26.txt 2000 98094
ER_iter hamsterster res_27.txt 2000 131301
ER_iter hamsterster res_28.txt 2000 100405
ER_iter hamsterster res_29.txt 2000 102730
ER_iter hamsterster res_2.txt 2000 98383
ER_iter hamsterster res_30.txt 2000 135662
ER_iter hamsterster res_31.txt 2000 120799
ER_iter hamsterster res_32.txt 2000 142800
ER_iter hamsterster res_33.txt 2000 146016
ER_iter hamsterster res_34.txt 2000 60156
ER_iter hamsterster res_35.txt 2000 112427
ER_iter hamsterster res_36.txt 2000 173602
ER_iter hamsterster res_37.txt 2000 107111
ER_iter hamsterster res_38.txt 1999 145551
ER_iter hamsterster res_39.txt 2000 175150
ER_iter hamsterster res_3.txt 2000 78419
ER_iter hamsterster res_40.txt 2000 342181
ER_iter hamsterster res_41.txt 2000 233168
ER_iter hamsterster res_42.txt 2000 176787
ER_iter hamsterster res_43.txt 2000 104537
ER_iter hamsterster res_44.txt 2000 58371
ER_iter hamsterster res_45.txt 2000 74614
ER_iter hamsterster res_46.txt 1999 164583
ER_iter hamsterster res_47.txt 2000 129321
ER_iter hamsterster res_48.txt 2000 146226
ER_iter hamsterster res_49.txt 2000 153417
ER_iter hamsterster res_4.txt 2000 123989
ER_iter hamsterster res_50.txt 2000 141381
ER_iter hamsterster res_51.txt 2000 152323
ER_iter hamsterster res_52.txt 2000 109335
ER_iter hamsterster res_53.txt 2000 93250
ER_iter hamsterster res_54.txt 2000 106069
ER_iter hamsterster res_55.txt 2000 93607
ER_iter hamsterster res_56.txt 1999 118427
ER_iter hamsterster res_57.txt 2000 103089
ER_iter hamsterster res_58.txt 2000 107858
ER_iter hamsterster res_59.txt 2000 176793
ER_iter hamsterster res_5.txt 2000 136347
ER_iter hamsterster res_60.txt 2000 206206
ER_iter hamsterster res_61.txt 2000 141128
ER_iter hamsterster res_62.txt 2000 103318
ER_iter hamsterster res_63.txt 2000 151466
ER_iter hamsterster res_64.txt 2000 124084
ER_iter hamsterster res_65.txt 2000 159617
ER_iter hamsterster res_66.txt 2000 168940
ER_iter hamsterster res_67.txt 2000 157532
ER_iter hamsterster res_68.txt 2000 207827
ER_iter hamsterster res_69.txt 2000 102505
ER_iter hamsterster res_6.txt 2000 121214
ER_iter hamsterster res_70.txt 2000 128166
ER_iter hamsterster res_71.txt 2000 203896
ER_iter hamsterster res_72.txt 2000 86729
ER_iter hamsterster res_73.txt 2000 130329
ER_iter hamsterster res_74.txt 2000 191650
ER_iter hamsterster res_75.txt 2000 170623
ER_iter hamsterster res_76.txt 2000 127298
ER_iter hamsterster res_77.txt 2000 147457
ER_iter hamsterster res_78.txt 2000 125625
ER_iter hamsterster res_79.txt 2000 123946
ER_iter hamsterster res_7.txt 2000 56759
ER_iter hamsterster res_80.txt 2000 195446
ER_iter hamsterster res_81.txt 2000 131491
ER_iter hamsterster res_82.txt 2000 151593
ER_iter hamsterster res_83.txt 1999 140505
ER_iter hamsterster res_84.txt 2000 69786
ER_iter hamsterster res_85.txt 2000 138091
ER_iter hamsterster res_86.txt 2000 103035
ER_iter hamsterster res_87.txt 2000 140916
ER_iter hamsterster res_88.txt 2000 97669
ER_iter hamsterster res_89.txt 1998 94804
ER_iter hamsterster res_8.txt 1999 136350
ER_iter hamsterster res_90.txt 2000 157866
ER_iter hamsterster res_91.txt 2000 157927
ER_iter hamsterster res_92.txt 2000 133019
ER_iter hamsterster res_93.txt 2000 98300
ER_iter hamsterster res_94.txt 2000 142535
ER_iter hamsterster res_95.txt 2000 188937
ER_iter hamsterster res_96.txt 2000 103036
ER_iter hamsterster res_97.txt 2000 71149
ER_iter hamsterster res_98.txt 2000 103166
ER_iter hamsterster res_99.txt 2000 89436
ER_iter hamsterster res_9.txt 1999 74042
ER_iter polblogs res_0.txt 1222 464474
ER_iter polblogs res_10.txt 1222 303796
ER_iter polblogs res_11.txt 1222 599798
ER_iter polblogs res_12.txt 1222 412652
ER_iter polblogs res_13.txt 1222 441583
ER_iter polblogs res_14.txt 1222 280610
ER_iter polblogs res_15.txt 1222 136762
ER_iter polblogs res_16.txt 1222 175815
ER_iter polblogs res_17.txt 1222 370045
ER_iter polblogs res_18.txt 1222 714788
ER_iter polblogs res_19.txt 1222 454568
ER_iter polblogs res_1.txt 1222 439745
ER_iter polblogs res_20.txt 1222 544708
ER_iter polblogs res_21.txt 1222 166981
ER_iter polblogs res_22.txt 1222 202956
ER_iter polblogs res_23.txt 1222 394151
ER_iter polblogs res_24.txt 1222 323456
ER_iter polblogs res_25.txt 1222 592063
ER_iter polblogs res_26.txt 1222 361919
ER_iter polblogs res_27.txt 1221 299440
ER_iter polblogs res_28.txt 1222 362524
ER_iter polblogs res_29.txt 1222 915830
ER_iter polblogs res_2.txt 1222 335595
ER_iter polblogs res_30.txt 1222 488176
ER_iter polblogs res_31.txt 1222 242040
ER_iter polblogs res_32.txt 1222 296091
ER_iter polblogs res_33.txt 1222 524916
ER_iter polblogs res_34.txt 1222 186410
ER_iter polblogs res_35.txt 1221 894745
ER_iter polblogs res_36.txt 1222 666683
ER_iter polblogs res_37.txt 1222 231661
ER_iter polblogs res_38.txt 1222 208467
ER_iter polblogs res_39.txt 1222 383029
ER_iter polblogs res_3.txt 1222 440390
ER_iter polblogs res_40.txt 1222 378016
ER_iter polblogs res_41.txt 1222 367829
ER_iter polblogs res_42.txt 1222 828803
ER_iter polblogs res_43.txt 1222 436521
ER_iter polblogs res_44.txt 1222 247450
ER_iter polblogs res_45.txt 1222 367043
ER_iter polblogs res_46.txt 1222 541685
ER_iter polblogs res_47.txt 1222 185427
ER_iter polblogs res_48.txt 1221 160696
ER_iter polblogs res_49.txt 1222 462842
ER_iter polblogs res_4.txt 1222 453521
ER_iter polblogs res_50.txt 1222 353159
ER_iter polblogs res_51.txt 1222 213655
ER_iter polblogs res_52.txt 1222 262074
ER_iter polblogs res_53.txt 1222 471240
ER_iter polblogs res_54.txt 1221 372905
ER_iter polblogs res_55.txt 1222 458017
ER_iter polblogs res_56.txt 1222 368915
ER_iter polblogs res_57.txt 1222 381203
ER_iter polblogs res_58.txt 1222 574979
ER_iter polblogs res_59.txt 1222 370706
ER_iter polblogs res_5.txt 1222 154351
ER_iter polblogs res_60.txt 1222 575180
ER_iter polblogs res_61.txt 1222 448039
ER_iter polblogs res_62.txt 1222 241780
ER_iter polblogs res_63.txt 1222 476634
ER_iter polblogs res_64.txt 1222 656464
ER_iter polblogs res_65.txt 1222 319185
ER_iter polblogs res_66.txt 1222 371917
ER_iter polblogs res_67.txt 1222 233576
ER_iter polblogs res_68.txt 1222 703611
ER_iter polblogs res_69.txt 1222 345764
ER_iter polblogs res_6.txt 1222 234791
ER_iter polblogs res_70.txt 1222 236671
ER_iter polblogs res_71.txt 1222 352250
ER_iter polblogs res_72.txt 1222 329042
ER_iter polblogs res_73.txt 1222 294404
ER_iter polblogs res_74.txt 1222 337772
ER_iter polblogs res_75.txt 1222 458195
ER_iter polblogs res_76.txt 1222 876014
ER_iter polblogs res_77.txt 1222 348993
ER_iter polblogs res_78.txt 1222 277837
ER_iter polblogs res_79.txt 1222 521331
ER_iter polblogs res_7.txt 1221 644327
ER_iter polblogs res_80.txt 1222 724694
ER_iter polblogs res_81.txt 1222 301581
ER_iter polblogs res_82.txt 1222 347561
ER_iter polblogs res_83.txt 1222 424058
ER_iter polblogs res_84.txt 1222 300910
ER_iter polblogs res_85.txt 1222 434475
ER_iter polblogs res_86.txt 1222 478969
ER_iter polblogs res_87.txt 1222 576424
ER_iter polblogs res_88.txt 1222 353809
ER_iter polblogs res_89.txt 1220 303791
ER_iter polblogs res_8.txt 1222 433392
ER_iter polblogs res_90.txt 1222 302728
ER_iter polblogs res_91.txt 1222 438661
ER_iter polblogs res_92.txt 1222 131657
ER_iter polblogs res_93.txt 1222 370658
ER_iter polblogs res_94.txt 1222 206231
ER_iter polblogs res_95.txt 1222 242283
ER_iter polblogs res_96.txt 1222 389349
ER_iter polblogs res_97.txt 1222 328333
ER_iter polblogs res_98.txt 1222 583589
ER_iter polblogs res_99.txt 1222 264108
ER_iter polblogs res_9.txt 1222 341340
ER_iter web-spam res_0.txt 4766 531112
ER_iter web-spam res_10.txt 4767 282203
ER_iter web-spam res_11.txt 4767 226163
ER_iter web-spam res_12.txt 4767 348166
ER_iter web-spam res_13.txt 4767 340970
ER_iter web-spam res_14.txt 4766 227331
ER_iter web-spam res_15.txt 4767 394997
ER_iter web-spam res_16.txt 4767 338071
ER_iter web-spam res_17.txt 4767 316726
ER_iter web-spam res_18.txt 4767 272646
ER_iter web-spam res_19.txt 4767 418737
ER_iter web-spam res_1.txt 4767 337487
ER_iter web-spam res_20.txt 4767 415871
ER_iter web-spam res_21.txt 4767 255121
ER_iter web-spam res_22.txt 4767 413909
ER_iter web-spam res_23.txt 4767 245021
ER_iter web-spam res_24.txt 4767 500793
ER_iter web-spam res_25.txt 4767 472542
ER_iter web-spam res_26.txt 4767 413640
ER_iter web-spam res_27.txt 4767 479608
ER_iter web-spam res_28.txt 4767 221189
ER_iter web-spam res_29.txt 4767 538267
ER_iter web-spam res_2.txt 4767 227635
ER_iter web-spam res_30.txt 4766 445403
ER_iter web-spam res_31.txt 4766 425432
ER_iter web-spam res_32.txt 4767 362358
ER_iter web-spam res_33.txt 4767 392869
ER_iter web-spam res_34.txt 4767 427387
ER_iter web-spam res_35.txt 4767 412823
ER_iter web-spam res_36.txt 4767 366887
ER_iter web-spam res_37.txt 4767 239985
ER_iter web-spam res_38.txt 4767 327864
ER_iter web-spam res_39.txt 4767 388263
ER_iter web-spam res_3.txt 4766 275613
ER_iter web-spam res_40.txt 4767 390242
ER_iter web-spam res_41.txt 4767 387199
ER_iter web-spam res_42.txt 4767 254477
ER_iter web-spam res_43.txt 4766 463878
ER_iter web-spam res_44.txt 4767 416231
ER_iter web-spam res_45.txt 4767 325248
ER_iter web-spam res_46.txt 4767 467484
ER_iter web-spam res_47.txt 4767 630371
ER_iter web-spam res_48.txt 4767 361766
ER_iter web-spam res_49.txt 4767 337465
ER_iter web-spam res_4.txt 4767 482509
ER_iter web-spam res_50.txt 4767 406559
ER_iter web-spam res_51.txt 4767 296654
ER_iter web-spam res_52.txt 4767 481168
ER_iter web-spam res_53.txt 4767 344273
ER_iter web-spam res_54.txt 4767 494893
ER_iter web-spam res_55.txt 4767 397810
ER_iter web-spam res_56.txt 4767 361972
ER_iter web-spam res_57.txt 4767 419916
ER_iter web-spam res_58.txt 4767 441165
ER_iter web-spam res_59.txt 4767 283172
ER_iter web-spam res_5.txt 4767 487458
ER_iter web-spam res_60.txt 4767 350706
ER_iter web-spam res_61.txt 4767 313790
ER_iter web-spam res_62.txt 4767 431430
ER_iter web-spam res_63.txt 4767 336596
ER_iter web-spam res_64.txt 4767 233678
ER_iter web-spam res_65.txt 4767 312507
ER_iter web-spam res_66.txt 4766 525525
ER_iter web-spam res_67.txt 4767 340583
ER_iter web-spam res_68.txt 4767 431999
ER_iter web-spam res_69.txt 4767 250949
ER_iter web-spam res_6.txt 4767 401036
ER_iter web-spam res_70.txt 4767 415371
ER_iter web-spam res_71.txt 4767 368830
