# model dataset graph n_nodes n_4_cliques
ER_iid web-spam res_82.txt 4765 377985
ER_iid web-spam res_83.txt 4767 350428
ER_iid web-spam res_84.txt 4767 344226
ER_iid web-spam res_85.txt 4767 374028
ER_iid web-spam res_86.txt 4767 351646
ER_iid web-spam res_87.txt 4767 375139
ER_iid web-spam res_88.txt 4767 362991
ER_iid web-spam res_89.txt 4767 341009
ER_iid web-spam res_8.txt 4766 394528
ER_iid web-spam res_90.txt 4767 360123
ER_iid web-spam res_91.txt 4767 380251
ER_iid web-spam res_92.txt 4767 328110
ER_iid web-spam res_93.txt 4767 371084
ER_iid web-spam res_94.txt 4767 383802
ER_iid web-spam res_95.txt 4767 383367
ER_iid web-spam res_96.txt 4767 347701
ER_iid web-spam res_97.txt 4767 366201
ER_iid web-spam res_98.txt 4767 389498
ER_iid web-spam res_99.txt 4767 347607
ER_iid web-spam res_9.txt 4767 374073
